HDR,ROLLING SYSTEM DEMAND
VD,20200310093500,35077
VD,20200310094000,34860
VD,20200310094500,34779
VD,20200310095000,34718
VD,20200310095500,34620
VD,20200310100000,34536
VD,20200310100500,34460
VD,20200310101000,34389
VD,20200310101500,34364
VD,20200310102000,34415
VD,20200310102500,34475
VD,20200310103000,34530
VD,20200310103500,34500
VD,20200310104000,34453
VD,20200310104500,34393
VD,20200310105000,34422
VD,20200310105500,34337
VD,20200310110000,34337
VD,20200310110500,34552
VD,20200310111000,34467
VD,20200310111500,34354
VD,20200310112000,34201
VD,20200310112500,34126
VD,20200310113000,34102
VD,20200310113500,34191
VD,20200310114000,34199
VD,20200310114500,34183
VD,20200310115000,34202
VD,20200310115500,34185
VD,20200310120000,34209
VD,20200310120500,34241
VD,20200310121000,34256
VD,20200310121500,34323
VD,20200310122000,34409
VD,20200310122500,34390
VD,20200310123000,34330
VD,20200310123500,33714
VD,20200310124000,34229
VD,20200310124500,34183
VD,20200310125000,34141
VD,20200310125500,34195
VD,20200310130000,34098
VD,20200310130500,34055
VD,20200310131000,34117
VD,20200310131500,34188
VD,20200310132000,34147
VD,20200310132500,34088
VD,20200310133000,33971
VD,20200310133500,33901
VD,20200310134000,33835
VD,20200310134500,33870
VD,20200310135000,33939
VD,20200310135500,33997
VD,20200310140000,33989
VD,20200310140500,33950
VD,20200310141000,33981
VD,20200310141500,33878
VD,20200310142000,33707
VD,20200310142500,33694
VD,20200310143000,33612
VD,20200310143500,33582
VD,20200310144000,33552
VD,20200310144500,33606
VD,20200310145000,33551
VD,20200310145500,33354
VD,20200310150000,33163
VD,20200310150500,33220
VD,20200310151000,33369
VD,20200310151500,33402
VD,20200310152000,33392
VD,20200310152500,33521
VD,20200310153000,33726
VD,20200310153500,33888
VD,20200310154000,34075
VD,20200310154500,34264
VD,20200310155000,34451
VD,20200310155500,34540
VD,20200310160000,34604
VD,20200310160500,34741
VD,20200310161000,34887
VD,20200310161500,35084
VD,20200310162000,35192
VD,20200310162500,35362
VD,20200310163000,35562
VD,20200310163500,35974
VD,20200310164000,36156
VD,20200310164500,36375
VD,20200310165000,36740
VD,20200310165500,37065
VD,20200310170000,37297
VD,20200310170500,37372
VD,20200310171000,37539
VD,20200310171500,37757
VD,20200310172000,37841
VD,20200310172500,38179
VD,20200310173000,38528
VD,20200310173500,38608
VD,20200310174000,38715
VD,20200310174500,38511
VD,20200310175000,38600
VD,20200310175500,38821
VD,20200310180000,38926
VD,20200310180500,39354
VD,20200310181000,39323
VD,20200310181500,39504
VD,20200310182000,39966
VD,20200310182500,40168
VD,20200310183000,40291
VD,20200310183500,40414
VD,20200310184000,40416
VD,20200310184500,40378
VD,20200310185000,40437
VD,20200310185500,40454
VD,20200310190000,40365
VD,20200310190500,40368
VD,20200310191000,40084
VD,20200310191500,39804
VD,20200310192000,39755
VD,20200310192500,39628
VD,20200310193000,39423
VD,20200310193500,39393
VD,20200310194000,39144
VD,20200310194500,38902
VD,20200310195000,38702
VD,20200310195500,38551
VD,20200310200000,38371
VD,20200310200500,38417
VD,20200310201000,38216
VD,20200310201500,38066
VD,20200310202000,37798
VD,20200310202500,37458
VD,20200310203000,37237
VD,20200310203500,37141
VD,20200310204000,36938
VD,20200310204500,36776
VD,20200310205000,36637
VD,20200310205500,36300
VD,20200310210000,35951
VD,20200310210500,35724
VD,20200310211000,35351
VD,20200310211500,35020
VD,20200310212000,34637
VD,20200310212500,34097
VD,20200310213000,33842
VD,20200310213500,33632
VD,20200310214000,33262
VD,20200310214500,32753
VD,20200310215000,32454
VD,20200310215500,32297
VD,20200310220000,31866
VD,20200310220500,31139
VD,20200310221000,30736
VD,20200310221500,30394
VD,20200310222000,30110
VD,20200310222500,29863
VD,20200310223000,29509
VD,20200310223500,29143
VD,20200310224000,28836
VD,20200310224500,28434
VD,20200310225000,28283
VD,20200310225500,27959
VD,20200310230000,27708
VD,20200310230500,27423
VD,20200310231000,27334
VD,20200310231500,26994
VD,20200310232000,26643
VD,20200310232500,26384
VD,20200310233000,26201
VD,20200310233500,26051
VD,20200310234000,25976
VD,20200310234500,25888
VD,20200310235000,25787
VD,20200310235500,25792
VD,20200311000000,25679
VD,20200311000500,25594
VD,20200311001000,25697
VD,20200311001500,25837
VD,20200311002000,25811
VD,20200311002500,25760
VD,20200311003000,25792
VD,20200311003500,26029
VD,20200311004000,26122
VD,20200311004500,26252
VD,20200311005000,26369
VD,20200311005500,26422
VD,20200311010000,26490
VD,20200311010500,26540
VD,20200311011000,26576
VD,20200311011500,26485
VD,20200311012000,26245
VD,20200311012500,26037
VD,20200311013000,25980
VD,20200311013500,25794
VD,20200311014000,25621
VD,20200311014500,25443
VD,20200311015000,25414
VD,20200311015500,25345
VD,20200311020000,25236
VD,20200311020500,25221
VD,20200311021000,25141
VD,20200311021500,25093
VD,20200311022000,25077
VD,20200311022500,25048
VD,20200311023000,25046
VD,20200311023500,25135
VD,20200311024000,25143
VD,20200311024500,25046
VD,20200311025000,24966
VD,20200311025500,24770
VD,20200311030000,24564
VD,20200311030500,24579
VD,20200311031000,24660
VD,20200311031500,24680
VD,20200311032000,24620
VD,20200311032500,24541
VD,20200311033000,24398
VD,20200311033500,24339
VD,20200311034000,24312
VD,20200311034500,24326
VD,20200311035000,24295
VD,20200311035500,24202
VD,20200311040000,24086
VD,20200311040500,23832
VD,20200311041000,23696
VD,20200311041500,23724
VD,20200311042000,23795
VD,20200311042500,23842
VD,20200311043000,23812
VD,20200311043500,23848
VD,20200311044000,23826
VD,20200311044500,23915
VD,20200311045000,24023
VD,20200311045500,24069
VD,20200311050000,24126
VD,20200311050500,24404
VD,20200311051000,24439
VD,20200311051500,24527
VD,20200311052000,24531
VD,20200311052500,24691
VD,20200311053000,24703
VD,20200311053500,24911
VD,20200311054000,25049
VD,20200311054500,25207
VD,20200311055000,25541
VD,20200311055500,25826
VD,20200311060000,25985
VD,20200311060500,26883
VD,20200311061000,27520
VD,20200311061500,27940
VD,20200311062000,28343
VD,20200311062500,28776
VD,20200311063000,29105
VD,20200311063500,29699
VD,20200311064000,30165
VD,20200311064500,30631
VD,20200311065000,31031
VD,20200311065500,31427
VD,20200311070000,31933
VD,20200311070500,32532
VD,20200311071000,32852
VD,20200311071500,33351
VD,20200311072000,33630
VD,20200311072500,33748
VD,20200311073000,33765
VD,20200311073500,33712
VD,20200311074000,33847
VD,20200311074500,33935
VD,20200311075000,33987
VD,20200311075500,34072
VD,20200311080000,34072
VD,20200311080500,34029
VD,20200311081000,34111
VD,20200311081500,34194
VD,20200311082000,34132
VD,20200311082500,34019
VD,20200311083000,33406
VD,20200311083500,33938
VD,20200311084000,33784
VD,20200311084500,33611
VD,20200311085000,33498
VD,20200311085500,33362
VD,20200311090000,33397
VD,20200311090500,33565
VD,20200311091000,33755
VD,20200311091500,33803
VD,20200311092000,33667
VD,20200311092500,33690
VD,20200311093000,33632
VD,20200311093500,33604
VD,20200311094000,33509
VD,20200311094500,33398
VD,20200311095000,33329
VD,20200311095500,33240
VD,20200311100000,33096
VD,20200311100500,32694
VD,20200311101000,32568
VD,20200311101500,32464
VD,20200311102000,32359
VD,20200311102500,32186
VD,20200311103000,32121
VD,20200311103500,32146
VD,20200311104000,32026
VD,20200311104500,31887
VD,20200311105000,31700
VD,20200311105500,31560
VD,20200311110000,31564
VD,20200311110500,31631
VD,20200311111000,31554
VD,20200311111500,31474
VD,20200311112000,31466
VD,20200311112500,31397
VD,20200311113000,31421
VD,20200311113500,31387
VD,20200311114000,31322
VD,20200311114500,31274
VD,20200311115000,31290
VD,20200311115500,31294
VD,20200311120000,31246
VD,20200311120500,31217
VD,20200311121000,31160
VD,20200311121500,31142
VD,20200311122000,31103
VD,20200311122500,30968
VD,20200311123000,30990
VD,20200311123500,31070
VD,20200311124000,31021
VD,20200311124500,30978
VD,20200311125000,31057
VD,20200311125500,31055
VD,20200311130000,31040
VD,20200311130500,31116
VD,20200311131000,31176
VD,20200311131500,31216
VD,20200311132000,31288
VD,20200311132500,31268
VD,20200311133000,31265
VD,20200311133500,31221
VD,20200311134000,31193
VD,20200311134500,31194
VD,20200311135000,31107
VD,20200311135500,31081
VD,20200311140000,31099
VD,20200311140500,31028
VD,20200311141000,31038
VD,20200311141500,31132
VD,20200311142000,31216
VD,20200311142500,31251
VD,20200311143000,31049
VD,20200311143500,31072
VD,20200311144000,30998
VD,20200311144500,31147
VD,20200311145000,31213
VD,20200311145500,31182
VD,20200311150000,31364
VD,20200311150500,31717
VD,20200311151000,31899
VD,20200311151500,31998
VD,20200311152000,32075
VD,20200311152500,32189
VD,20200311153000,32358
VD,20200311153500,32595
VD,20200311154000,32878
VD,20200311154500,33110
VD,20200311155000,33195
VD,20200311155500,33647
VD,20200311160000,33942
VD,20200311160500,34221
VD,20200311161000,34182
VD,20200311161500,34320
VD,20200311162000,34463
VD,20200311162500,34633
VD,20200311163000,34844
VD,20200311163500,35372
VD,20200311164000,35739
VD,20200311164500,35978
VD,20200311165000,36280
VD,20200311165500,36260
VD,20200311170000,36439
VD,20200311170500,36857
VD,20200311171000,36978
VD,20200311171500,37028
VD,20200311172000,37273
VD,20200311172500,37747
VD,20200311173000,38023
VD,20200311173500,38301
VD,20200311174000,38496
VD,20200311174500,38717
VD,20200311175000,38865
VD,20200311175500,38828
VD,20200311180000,38864
VD,20200311180500,39016
VD,20200311181000,39177
VD,20200311181500,39348
VD,20200311182000,39569
VD,20200311182500,39758
VD,20200311183000,39768
VD,20200311183500,39847
VD,20200311184000,39761
VD,20200311184500,39510
VD,20200311185000,39583
VD,20200311185500,39615
VD,20200311190000,39438
VD,20200311190500,39325
VD,20200311191000,39260
VD,20200311191500,39199
VD,20200311192000,39097
VD,20200311192500,38876
VD,20200311193000,38765
VD,20200311193500,38648
VD,20200311194000,38443
VD,20200311194500,38142
VD,20200311195000,38009
VD,20200311195500,37796
VD,20200311200000,37618
VD,20200311200500,37498
VD,20200311201000,37428
VD,20200311201500,37241
VD,20200311202000,36809
VD,20200311202500,36564
VD,20200311203000,36412
VD,20200311203500,36042
VD,20200311204000,35764
VD,20200311204500,35448
VD,20200311205000,35220
VD,20200311205500,35006
VD,20200311210000,34650
VD,20200311210500,34221
VD,20200311211000,34032
VD,20200311211500,33518
VD,20200311212000,33146
VD,20200311212500,32842
VD,20200311213000,32503
VD,20200311213500,32176
VD,20200311214000,31764
VD,20200311214500,31508
VD,20200311215000,31112
VD,20200311215500,30717
VD,20200311220000,30413
VD,20200311220500,30168
VD,20200311221000,29896
VD,20200311221500,29570
VD,20200311222000,29256
VD,20200311222500,28938
VD,20200311223000,28745
VD,20200311223500,28189
VD,20200311224000,27802
VD,20200311224500,27537
VD,20200311225000,27485
VD,20200311225500,27355
VD,20200311230000,27122
VD,20200311230500,26881
VD,20200311231000,26661
VD,20200311231500,26421
VD,20200311232000,26064
VD,20200311232500,25811
VD,20200311233000,25677
VD,20200311233500,25616
VD,20200311234000,25570
VD,20200311234500,25358
VD,20200311235000,25257
VD,20200311235500,25105
VD,20200312000000,24895
VD,20200312000500,25121
VD,20200312001000,25128
VD,20200312001500,25168
VD,20200312002000,25184
VD,20200312002500,25062
VD,20200312003000,25101
VD,20200312003500,25449
VD,20200312004000,25609
VD,20200312004500,25687
VD,20200312005000,25613
VD,20200312005500,25359
VD,20200312010000,25269
VD,20200312010500,25166
VD,20200312011000,25103
VD,20200312011500,25061
VD,20200312012000,25176
VD,20200312012500,25274
VD,20200312013000,25198
VD,20200312013500,25096
VD,20200312014000,24892
VD,20200312014500,24827
VD,20200312015000,24712
VD,20200312015500,24612
VD,20200312020000,24557
VD,20200312020500,24413
VD,20200312021000,24285
VD,20200312021500,24231
VD,20200312022000,24102
VD,20200312022500,24022
VD,20200312023000,24020
VD,20200312023500,24081
VD,20200312024000,24147
VD,20200312024500,24169
VD,20200312025000,24023
VD,20200312025500,23954
VD,20200312030000,23844
VD,20200312030500,23735
VD,20200312031000,23842
VD,20200312031500,23785
VD,20200312032000,23683
VD,20200312032500,23535
VD,20200312033000,23528
VD,20200312033500,23523
VD,20200312034000,23491
VD,20200312034500,23422
VD,20200312035000,23380
VD,20200312035500,23290
VD,20200312040000,23252
VD,20200312040500,23359
VD,20200312041000,23679
VD,20200312041500,23684
VD,20200312042000,23609
VD,20200312042500,23554
VD,20200312043000,23587
VD,20200312043500,23632
VD,20200312044000,23665
VD,20200312044500,23746
VD,20200312045000,23887
VD,20200312045500,23959
VD,20200312050000,23944
VD,20200312050500,23860
VD,20200312051000,23845
VD,20200312051500,23931
VD,20200312052000,24089
VD,20200312052500,24267
VD,20200312053000,24416
VD,20200312053500,24554
VD,20200312054000,24701
VD,20200312054500,24854
VD,20200312055000,25397
VD,20200312055500,25982
VD,20200312060000,26370
VD,20200312060500,26993
VD,20200312061000,27602
VD,20200312061500,28181
VD,20200312062000,28578
VD,20200312062500,29031
VD,20200312063000,29276
VD,20200312063500,29710
VD,20200312064000,30159
VD,20200312064500,30487
VD,20200312065000,30860
VD,20200312065500,31340
VD,20200312070000,31668
VD,20200312070500,32301
VD,20200312071000,32808
VD,20200312071500,33135
VD,20200312072000,33460
VD,20200312072500,33588
VD,20200312073000,33635
VD,20200312073500,33637
VD,20200312074000,33726
VD,20200312074500,33843
VD,20200312075000,33811
VD,20200312075500,33755
VD,20200312080000,33688
VD,20200312080500,33745
VD,20200312081000,34042
VD,20200312081500,33979
VD,20200312082000,33908
VD,20200312082500,33775
VD,20200312083000,33712
VD,20200312083500,33522
VD,20200312084000,33421
VD,20200312084500,33200
VD,20200312085000,33114
VD,20200312085500,32951
VD,20200312090000,32947
VD,20200312090500,33106
VD,20200312091000,33117
VD,20200312091500,33099
VD,20200312092000,33108
VD,20200312092500,33055
VD,20200312093000,32986
VD,20200312093500,32909
VD,20200312094000,32778
VD,20200312094500,32584
VD,20200312095000,32366
VD,20200312095500,32071
VD,20200312100000,32137
VD,20200312100500,31834
VD,20200312101000,31583
VD,20200312101500,31342
VD,20200312102000,31355
VD,20200312102500,31430
VD,20200312103000,31527
VD,20200312103500,31649
VD,20200312104000,31542
VD,20200312104500,31505
VD,20200312105000,31333
VD,20200312105500,30945
VD,20200312110000,30873
VD,20200312110500,31276
VD,20200312111000,31284
VD,20200312111500,31149
VD,20200312112000,31084
VD,20200312112500,31160
VD,20200312113000,31148
VD,20200312113500,31316
VD,20200312114000,31381
VD,20200312114500,31391
VD,20200312115000,31335
VD,20200312115500,31283
VD,20200312120000,31307
VD,20200312120500,31215
VD,20200312121000,31351
VD,20200312121500,31281
VD,20200312122000,31249
VD,20200312122500,31232
VD,20200312123000,31155
VD,20200312123500,31122
VD,20200312124000,31129
VD,20200312124500,31189
VD,20200312125000,31276
VD,20200312125500,31128
VD,20200312130000,31068
VD,20200312130500,31102
VD,20200312131000,31084
VD,20200312131500,31055
VD,20200312132000,31051
VD,20200312132500,31047
VD,20200312133000,30922
VD,20200312133500,30818
VD,20200312134000,30835
VD,20200312134500,30882
VD,20200312135000,30905
VD,20200312135500,30963
VD,20200312140000,30953
VD,20200312140500,30995
VD,20200312141000,31010
VD,20200312141500,31036
VD,20200312142000,30985
VD,20200312142500,30919
VD,20200312143000,30918
VD,20200312143500,31094
VD,20200312144000,31223
VD,20200312144500,31214
VD,20200312145000,31256
VD,20200312145500,31322
VD,20200312150000,31471
VD,20200312150500,31606
VD,20200312151000,31563
VD,20200312151500,31596
VD,20200312152000,31794
VD,20200312152500,31981
VD,20200312153000,32173
VD,20200312153500,32573
VD,20200312154000,32818
VD,20200312154500,32871
VD,20200312155000,33200
VD,20200312155500,33481
VD,20200312160000,33639
VD,20200312160500,33891
VD,20200312161000,34247
VD,20200312161500,34427
VD,20200312162000,34574
VD,20200312162500,34761
VD,20200312163000,35185
VD,20200312163500,35606
VD,20200312164000,35997
VD,20200312164500,36276
VD,20200312165000,36484
VD,20200312165500,36597
VD,20200312170000,36845
VD,20200312170500,37050
VD,20200312171000,37218
VD,20200312171500,37353
VD,20200312172000,37570
VD,20200312172500,37867
VD,20200312173000,37916
VD,20200312173500,38083
VD,20200312174000,38223
VD,20200312174500,38304
VD,20200312175000,38628
VD,20200312175500,38733
VD,20200312180000,38852
VD,20200312180500,39038
VD,20200312181000,39224
VD,20200312181500,39409
VD,20200312182000,39612
VD,20200312182500,39918
VD,20200312183000,40037
VD,20200312183500,40129
VD,20200312184000,40223
VD,20200312184500,40133
VD,20200312185000,40242
VD,20200312185500,40152
VD,20200312190000,40029
VD,20200312190500,40011
VD,20200312191000,39927
VD,20200312191500,39827
VD,20200312192000,39881
VD,20200312192500,39675
VD,20200312193000,39601
VD,20200312193500,39683
VD,20200312194000,39658
VD,20200312194500,39415
VD,20200312195000,39247
VD,20200312195500,38912
VD,20200312200000,38529
VD,20200312200500,38459
VD,20200312201000,38448
VD,20200312201500,38315
VD,20200312202000,38187
VD,20200312202500,37834
VD,20200312203000,37552
VD,20200312203500,37397
VD,20200312204000,36991
VD,20200312204500,36747
VD,20200312205000,36390
VD,20200312205500,36028
VD,20200312210000,35813
VD,20200312210500,35418
VD,20200312211000,35095
VD,20200312211500,34575
VD,20200312212000,34156
VD,20200312212500,33721
VD,20200312213000,33446
VD,20200312213500,33126
VD,20200312214000,32744
VD,20200312214500,32327
VD,20200312215000,32087
VD,20200312215500,31927
VD,20200312220000,31633
VD,20200312220500,31170
VD,20200312221000,30745
VD,20200312221500,30401
VD,20200312222000,30090
VD,20200312222500,29780
VD,20200312223000,29419
VD,20200312223500,29207
VD,20200312224000,29055
VD,20200312224500,28760
VD,20200312225000,28455
VD,20200312225500,28063
VD,20200312230000,27779
VD,20200312230500,27471
VD,20200312231000,27359
VD,20200312231500,27304
VD,20200312232000,27196
VD,20200312232500,27043
VD,20200312233000,26952
VD,20200312233500,26961
VD,20200312234000,26804
VD,20200312234500,26592
VD,20200312235000,26382
VD,20200312235500,26270
VD,20200313000000,26220
VD,20200313000500,26346
VD,20200313001000,26389
VD,20200313001500,26336
VD,20200313002000,26214
VD,20200313002500,26161
VD,20200313003000,26220
VD,20200313003500,26411
VD,20200313004000,26610
VD,20200313004500,26770
VD,20200313005000,26731
VD,20200313005500,26672
VD,20200313010000,26639
VD,20200313010500,26704
VD,20200313011000,26734
VD,20200313011500,26696
VD,20200313012000,26614
VD,20200313012500,26476
VD,20200313013000,26307
VD,20200313013500,26262
VD,20200313014000,26095
VD,20200313014500,25979
VD,20200313015000,25967
VD,20200313015500,25831
VD,20200313020000,25714
VD,20200313020500,25709
VD,20200313021000,25683
VD,20200313021500,25555
VD,20200313022000,25461
VD,20200313022500,25452
VD,20200313023000,25470
VD,20200313023500,25598
VD,20200313024000,25667
VD,20200313024500,25597
VD,20200313025000,25556
VD,20200313025500,25331
VD,20200313030000,25169
VD,20200313030500,25128
VD,20200313031000,25028
VD,20200313031500,24921
VD,20200313032000,24943
VD,20200313032500,24974
VD,20200313033000,24952
VD,20200313033500,24957
VD,20200313034000,24950
VD,20200313034500,24944
VD,20200313035000,24911
VD,20200313035500,24855
VD,20200313040000,24813
VD,20200313040500,24764
VD,20200313041000,24763
VD,20200313041500,24763
VD,20200313042000,24721
VD,20200313042500,24733
VD,20200313043000,24730
VD,20200313043500,24855
VD,20200313044000,24954
VD,20200313044500,25027
VD,20200313045000,25109
VD,20200313045500,25170
VD,20200313050000,25187
VD,20200313050500,25360
VD,20200313051000,25637
VD,20200313051500,25836
VD,20200313052000,26033
VD,20200313052500,26043
VD,20200313053000,26107
VD,20200313053500,26141
VD,20200313054000,26217
VD,20200313054500,26404
VD,20200313055000,26838
VD,20200313055500,27362
VD,20200313060000,27748
VD,20200313060500,28626
VD,20200313061000,29274
VD,20200313061500,29833
VD,20200313062000,30000
VD,20200313062500,30467
VD,20200313063000,30851
VD,20200313063500,31446
VD,20200313064000,32044
VD,20200313064500,32310
VD,20200313065000,32859
VD,20200313065500,33528
VD,20200313070000,34093
VD,20200313070500,34483
VD,20200313071000,35420
VD,20200313071500,35877
VD,20200313072000,36146
VD,20200313072500,36338
VD,20200313073000,36531
VD,20200313073500,36634
VD,20200313074000,36630
VD,20200313074500,36741
VD,20200313075000,36950
VD,20200313075500,37184
VD,20200313080000,37313
VD,20200313080500,37616
VD,20200313081000,37435
VD,20200313081500,37334
VD,20200313082000,37287
VD,20200313082500,37431
VD,20200313083000,37548
VD,20200313083500,37362
VD,20200313084000,37390
VD,20200313084500,37407
VD,20200313085000,37395
VD,20200313085500,37387
VD,20200313090000,37470
VD,20200313090500,37654
VD,20200313091000,37784
VD,20200313091500,37895
VD,20200313092000,37853
VD,20200313092500,37827
VD,20200313093000,37776
VD,20200313093500,37726
VD,20200313094000,37600
VD,20200313094500,37537
VD,20200313095000,37480
VD,20200313095500,37440
VD,20200313100000,37506
VD,20200313100500,37574
VD,20200313101000,37659
VD,20200313101500,37587
VD,20200313102000,37469
VD,20200313102500,37396
VD,20200313103000,37346
VD,20200313103500,37363
VD,20200313104000,37293
VD,20200313104500,37147
VD,20200313105000,37083
VD,20200313105500,37008
VD,20200313110000,37152
VD,20200313110500,37218
VD,20200313111000,37340
VD,20200313111500,37385
VD,20200313112000,37344
VD,20200313112500,37294
VD,20200313113000,37382
VD,20200313113500,37354
VD,20200313114000,37348
VD,20200313114500,37307
VD,20200313115000,37228
VD,20200313115500,37166
VD,20200313120000,37056
VD,20200313120500,37008
VD,20200313121000,36884
VD,20200313121500,36911
VD,20200313122000,36963
VD,20200313122500,36997
VD,20200313123000,37015
VD,20200313123500,36979
VD,20200313124000,36903
VD,20200313124500,36702
VD,20200313125000,36557
VD,20200313125500,36469
VD,20200313130000,36415
VD,20200313130500,36430
VD,20200313131000,36406
VD,20200313131500,36389
VD,20200313132000,36329
VD,20200313132500,36258
VD,20200313133000,36013
VD,20200313133500,35981
VD,20200313134000,35964
VD,20200313134500,35862
VD,20200313135000,35887
VD,20200313135500,35887
VD,20200313140000,35831
VD,20200313140500,35800
VD,20200313141000,35786
VD,20200313141500,35797
VD,20200313142000,35858
VD,20200313142500,35779
VD,20200313143000,35684
VD,20200313143500,35747
VD,20200313144000,35821
VD,20200313144500,35881
VD,20200313145000,35974
VD,20200313145500,35992
VD,20200313150000,36041
VD,20200313150500,36031
VD,20200313151000,36057
VD,20200313151500,36005
VD,20200313152000,36086
VD,20200313152500,36085
VD,20200313153000,36141
VD,20200313153500,36262
VD,20200313154000,36328
VD,20200313154500,36438
VD,20200313155000,36626
VD,20200313155500,36811
VD,20200313160000,36882
VD,20200313160500,37112
VD,20200313161000,37309
VD,20200313161500,37362
VD,20200313162000,37485
VD,20200313162500,37616
VD,20200313163000,37788
VD,20200313163500,37956
VD,20200313164000,38202
VD,20200313164500,38304
VD,20200313165000,38518
VD,20200313165500,38707
VD,20200313170000,38950
VD,20200313170500,39300
VD,20200313171000,39431
VD,20200313171500,39589
VD,20200313172000,39903
VD,20200313172500,40043
VD,20200313173000,40132
VD,20200313173500,40185
VD,20200313174000,39140
VD,20200313174500,40412
VD,20200313175000,40365
VD,20200313175500,40312
VD,20200313180000,40435
VD,20200313180500,40726
VD,20200313181000,40755
VD,20200313181500,40886
VD,20200313182000,41143
VD,20200313182500,41324
VD,20200313183000,41517
VD,20200313183500,41891
VD,20200313184000,42202
VD,20200313184500,42283
VD,20200313185000,42256
VD,20200313185500,42230
VD,20200313190000,42052
VD,20200313190500,41776
VD,20200313191000,41568
VD,20200313191500,41338
VD,20200313192000,41178
VD,20200313192500,41027
VD,20200313193000,40815
VD,20200313193500,40819
VD,20200313194000,40734
VD,20200313194500,40527
VD,20200313195000,40330
VD,20200313195500,40037
VD,20200313200000,39664
VD,20200313200500,39543
VD,20200313201000,39465
VD,20200313201500,39252
VD,20200313202000,39129
VD,20200313202500,38855
VD,20200313203000,38561
VD,20200313203500,38452
VD,20200313204000,38354
VD,20200313204500,38040
VD,20200313205000,37624
VD,20200313205500,37324
VD,20200313210000,36918
VD,20200313210500,36623
VD,20200313211000,36232
VD,20200313211500,35759
VD,20200313212000,35449
VD,20200313212500,34996
VD,20200313213000,34568
VD,20200313213500,34275
VD,20200313214000,33968
VD,20200313214500,33558
VD,20200313215000,33364
VD,20200313215500,33177
VD,20200313220000,32909
VD,20200313220500,32470
VD,20200313221000,32271
VD,20200313221500,31981
VD,20200313222000,31495
VD,20200313222500,31328
VD,20200313223000,31195
VD,20200313223500,31024
VD,20200313224000,30751
VD,20200313224500,30498
VD,20200313225000,30388
VD,20200313225500,30191
VD,20200313230000,29932
VD,20200313230500,29922
VD,20200313231000,29538
VD,20200313231500,29062
VD,20200313232000,28827
VD,20200313232500,28420
VD,20200313233000,27999
VD,20200313233500,27830
VD,20200313234000,27723
VD,20200313234500,27529
VD,20200313235000,27273
VD,20200313235500,27095
VD,20200314000000,27001
VD,20200314000500,27007
VD,20200314001000,27014
VD,20200314001500,26932
VD,20200314002000,26869
VD,20200314002500,26836
VD,20200314003000,26918
VD,20200314003500,27021
VD,20200314004000,27020
VD,20200314004500,26968
VD,20200314005000,26944
